tenure,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,tech_support,online_security,streaming_services,churn
13,64.42,859.67,9,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,1
30,87.56,2667.59,7,Month-to-month,DSL,Electronic check,No,No,No,1
19,70.89,1377.03,7,Two year,Fiber optic,Credit card,No,No,Yes,1
17,106.14,1856.38,5,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
63,106.6,6664.86,8,Two year,No,Electronic check,Yes,No,No,1
19,20.99,387.42,2,Month-to-month,No,Electronic check,Yes,No,No,1
58,97.8,5625.4,1,One year,DSL,Electronic check,Yes,No,No,0
55,66.07,3614.54,1,One year,No,Electronic check,Yes,No,Yes,0
62,118.88,7421.32,5,Two year,DSL,Bank transfer,Yes,No,Yes,0
23,68.32,1576.76,6,One year,No,Electronic check,Yes,Yes,No,1
9,118.69,1198.55,5,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
12,95.46,1155.19,10,One year,Fiber optic,Credit card,Yes,No,Yes,1
1,44.86,47.84,2,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,1
58,73.84,4288.03,4,One year,DSL,Bank transfer,Yes,No,No,0
1,119.21,87.32,7,Month-to-month,DSL,Credit card,No,Yes,No,1
34,105.75,3592.61,5,One year,DSL,Electronic check,No,No,No,1
48,29.74,1483.91,1,One year,No,Bank transfer,No,No,No,0
1,90.64,96.34,6,Two year,Fiber optic,Credit card,No,No,Yes,1
16,54.56,833.29,7,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,1
61,20.7,1216.45,3,One year,No,Credit card,Yes,Yes,No,0
64,60.35,3839.89,0,Month-to-month,DSL,Electronic check,No,No,Yes,0
63,43.48,2742.93,1,Month-to-month,No,Electronic check,Yes,No,Yes,0
69,101.89,7090.09,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,0
22,53.73,1115.04,6,One year,Fiber optic,Mailed check,Yes,No,No,1
67,102.75,6868.26,1,One year,DSL,Bank transfer,Yes,Yes,No,0
26,20.06,528.78,5,One year,No,Electronic check,Yes,No,Yes,1
16,50.78,720.79,1,Month-to-month,DSL,Electronic check,No,Yes,No,1
51,44.12,2208.44,6,One year,DSL,Electronic check,No,No,No,0
57,43.36,2437.53,1,Month-to-month,Fiber optic,Mailed check,No,Yes,No,0
29,26.82,737.98,2,Month-to-month,No,Electronic check,No,Yes,Yes,1
69,38.71,2680.58,8,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,0
47,75.55,3542.82,3,One year,Fiber optic,Bank transfer,Yes,No,Yes,0
62,49.14,3018.92,4,Month-to-month,Fiber optic,Electronic check,No,No,No,1
69,61.74,4281.46,8,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
16,57.69,1009.19,6,One year,Fiber optic,Mailed check,Yes,Yes,No,1
48,107.59,5246.28,7,Month-to-month,DSL,Mailed check,Yes,Yes,No,0
39,110.53,4214.53,10,Two year,Fiber optic,Mailed check,Yes,No,No,1
33,69.3,2315.75,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
23,53.02,1210.56,10,Month-to-month,DSL,Credit card,No,No,No,1
10,30.68,314.56,10,Two year,Fiber optic,Bank transfer,Yes,No,No,1
69,115.34,7938.55,3,Month-to-month,DSL,Credit card,Yes,No,No,0
34,26.02,890.56,6,One year,Fiber optic,Credit card,No,Yes,Yes,0
52,49.77,2595.61,3,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
10,49.81,469.15,1,Month-to-month,No,Credit card,No,Yes,Yes,0
19,52.04,943.94,9,One year,Fiber optic,Credit card,No,No,No,1
58,36.43,2090.51,5,Month-to-month,DSL,Mailed check,Yes,No,No,0
1,98.32,110.03,8,Two year,DSL,Bank transfer,No,No,Yes,1
69,32.25,2255.2,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,0
4,83.49,376.63,0,Month-to-month,Fiber optic,Electronic check,No,No,No,1
16,32.38,493.37,7,One year,Fiber optic,Electronic check,No,Yes,No,1
24,27.05,663.39,0,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
2,110.94,270.01,0,Month-to-month,No,Bank transfer,No,No,No,1
32,39.01,1306.6,2,Two year,No,Credit card,No,No,No,0
24,102.13,2448.18,4,One year,DSL,Bank transfer,No,No,No,1
12,74.46,882.47,8,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
50,27.79,1399.06,10,One year,DSL,Electronic check,Yes,No,Yes,0
35,115.54,3986.41,9,Two year,Fiber optic,Electronic check,Yes,No,Yes,1
33,44.7,1465.42,1,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
33,105.96,3533.91,0,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
61,36.88,2281.78,0,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
51,105.39,5361.38,7,Two year,No,Bank transfer,No,No,No,0
43,21.32,927.65,9,One year,DSL,Bank transfer,No,No,No,0
12,71.18,812.93,9,Two year,DSL,Electronic check,No,No,No,1
67,96.94,6530.15,9,Two year,DSL,Mailed check,No,Yes,Yes,0
65,113.48,7372.31,1,Month-to-month,Fiber optic,Credit card,No,No,No,0
33,110.92,3646.56,8,Month-to-month,DSL,Mailed check,No,No,No,1
40,101.96,4060.31,8,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,1
43,108.82,4676.12,1,Month-to-month,DSL,Credit card,Yes,No,No,1
44,39.92,1734.09,2,One year,DSL,Credit card,Yes,No,Yes,0
29,48.42,1437.09,1,One year,DSL,Bank transfer,No,Yes,Yes,0
13,48.9,615.94,5,Month-to-month,DSL,Electronic check,No,No,No,1
12,57.71,772.17,6,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,1
46,59.33,2802.44,5,One year,Fiber optic,Credit card,Yes,No,No,1
2,74.46,104.34,2,Month-to-month,DSL,Mailed check,No,No,No,1
35,35.99,1263.14,2,Month-to-month,Fiber optic,Credit card,No,No,No,0
8,89.12,680.43,1,One year,DSL,Bank transfer,No,Yes,Yes,1
26,36.76,939.43,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
34,51.03,1835.14,10,Two year,Fiber optic,Mailed check,Yes,No,No,0
7,70.33,476.93,4,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1
68,99.64,6793.53,10,One year,No,Credit card,No,No,Yes,0
58,93.95,5476.17,10,One year,Fiber optic,Electronic check,Yes,No,Yes,1
29,84.55,2401.92,7,Month-to-month,No,Electronic check,Yes,No,No,0
36,35.58,1238.13,5,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,1
21,74.7,1508.4,8,Month-to-month,No,Credit card,Yes,Yes,No,1
36,28.74,990.34,10,Month-to-month,No,Electronic check,Yes,Yes,No,0
10,57.74,434.9,4,Month-to-month,DSL,Bank transfer,No,Yes,No,1
24,61.35,1499.63,9,One year,DSL,Mailed check,No,Yes,No,0
64,23.98,1637.43,3,One year,Fiber optic,Bank transfer,Yes,No,No,0
49,47.4,2329.99,8,One year,Fiber optic,Bank transfer,No,No,Yes,1
36,115.56,4089.35,9,Month-to-month,No,Credit card,Yes,No,No,1
24,115.36,2736.5,10,One year,DSL,Bank transfer,Yes,No,Yes,1
23,55.23,1247.35,4,Month-to-month,No,Bank transfer,No,Yes,No,1
62,24.31,1456.34,0,Two year,DSL,Credit card,No,No,No,0
37,37.91,1445.68,4,Two year,DSL,Bank transfer,No,No,Yes,0
12,59.22,751.15,4,One year,No,Bank transfer,Yes,No,No,0
55,114.78,6255.13,4,One year,DSL,Electronic check,Yes,Yes,Yes,0
13,34.12,479.81,1,Month-to-month,DSL,Credit card,No,Yes,No,0
23,96.35,2292.39,5,Month-to-month,DSL,Electronic check,Yes,No,No,1
30,30.87,1021.23,4,Two year,No,Electronic check,No,No,Yes,1
17,118.13,2151.47,1,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
62,58.16,3560.82,9,Month-to-month,No,Credit card,No,No,No,0
13,97.52,1408.97,7,Two year,Fiber optic,Electronic check,No,No,Yes,1
59,54.26,3183.63,5,One year,Fiber optic,Credit card,No,Yes,Yes,0
19,82.77,1543.01,10,Month-to-month,DSL,Credit card,No,Yes,Yes,1
49,39.2,1937.15,9,Month-to-month,DSL,Bank transfer,Yes,No,Yes,0
12,34.6,386.1,10,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1
61,113.81,6962.36,2,One year,Fiber optic,Bank transfer,Yes,Yes,No,0
19,111.76,2057.44,8,Month-to-month,DSL,Mailed check,Yes,No,Yes,1
9,108.75,966.81,10,Two year,DSL,Mailed check,Yes,No,Yes,1
71,82.54,5924.62,10,One year,DSL,Mailed check,Yes,No,No,0
28,100.83,2820.39,3,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
52,26.9,1405.88,2,Month-to-month,DSL,Mailed check,No,Yes,Yes,0
16,53.48,879.44,6,Month-to-month,DSL,Electronic check,No,No,Yes,1
69,51.37,3603.06,7,Two year,DSL,Electronic check,No,No,Yes,0
12,83.56,919.96,6,Month-to-month,No,Electronic check,No,No,No,1
25,55.6,1419.23,0,Two year,DSL,Credit card,No,Yes,Yes,0
52,34.85,1798.79,0,Month-to-month,No,Mailed check,No,Yes,No,0
53,79.65,4229.78,4,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
23,101.44,2386.12,7,Two year,Fiber optic,Mailed check,Yes,Yes,No,1
16,58.21,871.65,9,Month-to-month,DSL,Bank transfer,Yes,Yes,No,1
57,33.23,1843.48,10,One year,Fiber optic,Mailed check,No,Yes,Yes,0
39,39.67,1450.36,2,Month-to-month,DSL,Credit card,No,No,No,1
53,43.75,2291.29,7,Two year,DSL,Bank transfer,No,No,No,0
42,49.99,2166.1,2,Two year,No,Electronic check,Yes,No,Yes,0
58,84.28,4882.21,3,Two year,Fiber optic,Electronic check,No,No,No,0
39,80.09,3056.5,9,Month-to-month,DSL,Electronic check,No,No,Yes,1
14,89.61,1230.26,6,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,1
5,56.25,206.86,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,1
35,102.4,3527.74,3,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,1
18,40.41,746.82,7,One year,Fiber optic,Bank transfer,No,No,No,1
9,66.9,543.41,3,Month-to-month,DSL,Electronic check,Yes,Yes,No,1
58,100.09,5860.85,8,Month-to-month,DSL,Credit card,Yes,Yes,Yes,0
17,38.02,642.78,3,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,0
7,30.99,221.21,3,Two year,Fiber optic,Mailed check,No,No,No,1
46,108.37,4971.1,4,Two year,Fiber optic,Credit card,No,No,No,0
13,54.29,744.41,0,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
40,88.39,3574.76,6,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
42,22.53,963.01,8,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
9,89.0,829.24,8,Month-to-month,No,Electronic check,No,Yes,No,1
50,51.61,2569.9,0,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,0
27,25.57,717.5,5,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,1
66,80.98,5327.79,2,Month-to-month,No,Mailed check,Yes,No,Yes,0
5,44.08,220.51,3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
29,58.68,1687.99,7,Month-to-month,Fiber optic,Mailed check,No,No,No,1
37,28.06,1015.36,3,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,0
38,34.72,1284.9,7,Month-to-month,No,Bank transfer,No,No,Yes,1
8,49.8,421.78,3,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
65,28.98,1949.23,8,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,0
17,111.08,1946.92,5,Month-to-month,DSL,Electronic check,No,No,Yes,1
71,20.6,1399.77,0,Month-to-month,DSL,Credit card,Yes,No,No,0
45,68.39,3142.01,9,One year,DSL,Credit card,Yes,No,Yes,1
4,32.32,113.37,1,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
36,50.77,1857.76,6,Month-to-month,No,Credit card,No,Yes,No,1
70,112.61,7837.39,9,Two year,No,Credit card,Yes,Yes,Yes,0
31,36.17,1128.37,6,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
19,116.58,2230.71,2,One year,DSL,Credit card,Yes,Yes,Yes,0
61,40.58,2401.15,0,Two year,DSL,Electronic check,Yes,Yes,Yes,0
54,94.16,5115.05,7,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
39,74.67,2979.43,9,Two year,DSL,Credit card,Yes,No,No,1
19,108.45,2051.82,10,Two year,Fiber optic,Credit card,Yes,No,No,1
39,75.4,3008.61,10,Month-to-month,DSL,Credit card,No,Yes,No,1
67,73.46,4912.34,9,Two year,Fiber optic,Electronic check,No,Yes,Yes,0
45,39.55,1822.23,6,Month-to-month,No,Electronic check,No,Yes,Yes,1
13,36.62,365.13,9,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
58,111.65,6596.64,7,Two year,No,Bank transfer,No,No,No,0
20,52.78,1130.37,0,Two year,Fiber optic,Bank transfer,No,Yes,Yes,1
72,57.21,4104.89,2,One year,Fiber optic,Electronic check,Yes,No,No,0
61,95.98,5756.18,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,0
39,53.88,2115.72,0,Month-to-month,DSL,Electronic check,No,Yes,Yes,0
1,115.21,43.01,4,One year,No,Electronic check,Yes,No,No,1
3,93.79,303.61,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,1
62,79.74,4964.46,9,Two year,Fiber optic,Electronic check,Yes,No,No,0
63,108.09,6762.6,7,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
25,24.96,680.05,5,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
56,45.71,2600.04,9,Month-to-month,No,Credit card,No,Yes,No,1
33,66.5,2243.29,8,Month-to-month,DSL,Credit card,Yes,Yes,No,0
38,42.7,1623.04,8,One year,No,Bank transfer,Yes,Yes,Yes,0
6,94.39,495.56,10,Month-to-month,DSL,Electronic check,No,No,Yes,1
58,111.92,6540.25,5,One year,Fiber optic,Mailed check,No,No,Yes,0
44,62.38,2731.2,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
45,54.21,2369.96,8,Month-to-month,No,Bank transfer,Yes,No,No,0
32,116.16,3784.72,1,One year,No,Mailed check,Yes,Yes,Yes,0
45,64.49,3007.02,2,Month-to-month,No,Bank transfer,Yes,Yes,Yes,0
61,68.9,4200.84,5,One year,Fiber optic,Credit card,Yes,Yes,No,0
47,55.16,2700.48,1,One year,DSL,Bank transfer,Yes,Yes,No,0
21,110.95,2334.52,4,One year,Fiber optic,Electronic check,Yes,Yes,Yes,1
36,76.9,2749.38,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
19,96.22,1796.66,3,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,0
20,101.18,2105.45,10,Two year,Fiber optic,Credit card,No,No,No,1
57,54.18,3049.25,10,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
18,63.37,1177.42,2,One year,Fiber optic,Electronic check,Yes,Yes,Yes,1
47,104.85,4899.99,4,Month-to-month,No,Electronic check,Yes,No,Yes,1
49,56.33,2737.15,5,Month-to-month,No,Mailed check,No,No,Yes,1
14,99.39,1442.97,6,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
15,114.1,1692.5,9,Two year,Fiber optic,Bank transfer,Yes,No,Yes,1
31,82.32,2531.68,7,One year,Fiber optic,Electronic check,Yes,Yes,No,0
1,94.16,150.8,8,Month-to-month,DSL,Bank transfer,No,No,Yes,1
54,100.51,5507.41,3,Month-to-month,DSL,Mailed check,No,No,No,1
3,104.5,345.73,3,Two year,DSL,Electronic check,Yes,No,Yes,1
16,59.51,919.42,6,Month-to-month,DSL,Bank transfer,No,No,Yes,1
57,25.13,1406.88,9,Month-to-month,DSL,Electronic check,Yes,Yes,No,0
12,60.19,726.28,9,Two year,No,Bank transfer,Yes,No,Yes,1
16,87.38,1414.13,10,One year,Fiber optic,Credit card,No,No,Yes,1
72,65.04,4633.49,8,Month-to-month,Fiber optic,Electronic check,No,No,Yes,0
24,94.9,2313.75,10,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
28,55.7,1563.88,1,Two year,Fiber optic,Mailed check,Yes,No,Yes,0
8,83.47,581.97,10,Two year,DSL,Bank transfer,Yes,Yes,No,1
36,38.64,1344.59,5,Month-to-month,DSL,Electronic check,No,No,No,1
8,94.94,734.31,9,Month-to-month,No,Electronic check,Yes,No,No,1
58,74.57,4321.42,9,Month-to-month,Fiber optic,Mailed check,No,No,No,1
60,40.41,2519.06,7,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
50,49.19,2471.41,4,One year,Fiber optic,Bank transfer,No,No,No,0
28,94.86,2614.04,4,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
41,68.26,2809.69,7,One year,Fiber optic,Electronic check,Yes,No,No,1
64,41.6,2644.8,0,One year,Fiber optic,Bank transfer,No,No,Yes,0
27,116.73,3167.95,5,One year,Fiber optic,Electronic check,No,Yes,No,1
63,91.51,5794.16,9,Two year,DSL,Mailed check,Yes,No,Yes,0
17,115.71,2027.53,8,Month-to-month,No,Electronic check,No,No,Yes,1
33,62.71,2068.22,5,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
29,67.51,2039.74,6,One year,Fiber optic,Electronic check,No,No,No,1
13,109.8,1472.8,3,Two year,Fiber optic,Bank transfer,No,No,No,1
46,72.5,3299.63,9,Month-to-month,Fiber optic,Mailed check,No,No,No,1
35,90.73,3286.04,0,Two year,Fiber optic,Electronic check,No,Yes,Yes,1
6,45.22,287.67,8,Month-to-month,DSL,Bank transfer,Yes,No,No,1
69,64.67,4420.47,5,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,0
47,32.34,1602.63,2,Month-to-month,DSL,Bank transfer,No,Yes,No,0
25,40.6,1118.89,3,Two year,DSL,Electronic check,No,Yes,No,1
66,20.09,1324.29,9,Month-to-month,DSL,Electronic check,Yes,No,Yes,0
10,23.93,214.12,5,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,1
56,117.73,6584.26,5,Two year,DSL,Mailed check,Yes,Yes,Yes,0
30,44.24,1362.94,8,One year,DSL,Credit card,Yes,Yes,No,1
5,86.33,495.54,3,Two year,Fiber optic,Electronic check,Yes,Yes,No,1
33,103.91,3457.55,4,Month-to-month,No,Electronic check,No,Yes,Yes,1
65,75.07,4884.64,4,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,0
18,35.31,710.48,2,Month-to-month,No,Electronic check,No,No,Yes,1
49,92.81,4532.05,1,One year,Fiber optic,Bank transfer,No,No,Yes,0
11,80.03,931.88,7,One year,Fiber optic,Credit card,No,No,No,1
26,93.13,2406.98,9,One year,Fiber optic,Credit card,No,No,No,1
63,96.97,6130.66,8,One year,DSL,Electronic check,Yes,No,Yes,0
59,117.54,6929.18,9,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
27,77.36,2085.93,10,One year,DSL,Electronic check,No,Yes,No,1
49,54.16,2634.97,8,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
33,84.85,2867.29,4,Month-to-month,Fiber optic,Credit card,No,Yes,No,1
1,26.84,0.0,10,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
21,109.74,2267.53,8,One year,DSL,Bank transfer,No,No,Yes,1
55,31.94,1862.75,3,Two year,No,Bank transfer,No,Yes,Yes,0
6,52.78,365.57,1,Month-to-month,Fiber optic,Mailed check,Yes,No,No,1
69,101.57,6889.07,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
5,79.73,370.39,0,Month-to-month,No,Bank transfer,Yes,Yes,Yes,1
3,59.36,87.48,4,Two year,DSL,Credit card,No,No,Yes,1
53,67.34,3521.49,0,One year,Fiber optic,Electronic check,Yes,No,Yes,0
23,105.45,2268.42,10,Two year,Fiber optic,Electronic check,No,Yes,Yes,1
53,54.0,2855.15,0,Two year,Fiber optic,Electronic check,No,No,Yes,0
37,106.96,3900.42,10,Month-to-month,No,Bank transfer,No,No,No,1
17,28.81,492.77,10,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
1,97.68,16.42,6,Month-to-month,DSL,Bank transfer,Yes,No,No,1
51,104.75,5346.4,1,Month-to-month,DSL,Electronic check,No,No,Yes,1
45,38.18,1697.35,7,Month-to-month,DSL,Credit card,Yes,No,Yes,0
4,63.03,327.22,5,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,1
62,36.55,2336.67,3,One year,DSL,Electronic check,Yes,No,Yes,0
65,90.66,5932.17,8,Month-to-month,DSL,Credit card,No,No,No,0
32,73.53,2336.63,9,Month-to-month,Fiber optic,Electronic check,No,No,No,1
34,83.53,2939.29,7,One year,DSL,Credit card,No,Yes,Yes,1
72,39.65,2777.15,9,Month-to-month,No,Credit card,No,Yes,Yes,0
39,41.17,1535.45,2,One year,DSL,Mailed check,Yes,Yes,No,0
26,24.15,623.71,2,One year,DSL,Bank transfer,No,Yes,Yes,0
34,52.21,1887.84,3,Month-to-month,DSL,Credit card,Yes,Yes,No,0
54,75.97,4092.26,8,One year,No,Credit card,Yes,No,No,0
3,105.79,308.21,8,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,1
50,86.69,4262.4,4,Month-to-month,DSL,Electronic check,No,No,No,0
12,63.54,809.78,8,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,1
65,115.31,7542.81,5,Two year,Fiber optic,Electronic check,No,No,No,1
54,91.92,5003.13,7,Month-to-month,DSL,Electronic check,No,Yes,Yes,1
5,113.02,533.64,10,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
57,72.76,4111.98,7,Two year,DSL,Electronic check,No,No,Yes,0
17,45.89,715.47,9,Month-to-month,DSL,Bank transfer,Yes,No,No,1
47,25.28,1192.35,6,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
23,92.61,2076.01,3,Two year,DSL,Electronic check,Yes,Yes,No,0
14,32.13,390.95,3,Month-to-month,No,Electronic check,Yes,No,Yes,1
66,50.28,3297.3,5,One year,DSL,Bank transfer,Yes,Yes,No,0
51,73.25,3711.29,8,One year,Fiber optic,Electronic check,Yes,Yes,No,0
38,76.44,2877.82,6,One year,DSL,Electronic check,No,Yes,No,1
64,80.06,5147.16,4,Two year,No,Bank transfer,No,No,Yes,0
38,36.63,1395.89,4,Two year,DSL,Mailed check,No,No,Yes,0
50,57.97,2884.09,7,One year,No,Electronic check,No,Yes,No,0
30,81.72,2460.75,5,Two year,DSL,Credit card,No,Yes,Yes,1
51,116.98,5916.4,0,Two year,Fiber optic,Electronic check,Yes,Yes,No,0
63,92.76,5849.14,0,Two year,Fiber optic,Electronic check,No,Yes,Yes,0
52,112.26,5845.05,8,One year,Fiber optic,Mailed check,Yes,No,No,0
38,96.22,3581.21,7,Month-to-month,DSL,Electronic check,Yes,No,No,1
30,79.17,2424.88,5,One year,No,Credit card,Yes,Yes,Yes,0
51,39.2,1955.13,0,Month-to-month,DSL,Credit card,Yes,No,Yes,0
5,86.67,437.87,1,Month-to-month,Fiber optic,Credit card,No,No,No,1
29,82.34,2446.08,9,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
4,80.25,367.28,2,Two year,No,Electronic check,Yes,Yes,Yes,1
10,68.98,691.52,9,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,1
56,72.87,4062.6,2,One year,DSL,Bank transfer,Yes,Yes,No,0
17,53.44,955.86,1,One year,Fiber optic,Electronic check,No,No,Yes,1
17,71.93,1256.54,1,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,1
69,39.76,2712.52,5,One year,DSL,Credit card,No,No,No,0
34,100.52,3377.94,6,One year,DSL,Electronic check,Yes,No,No,1
6,38.58,127.86,3,Two year,No,Credit card,No,Yes,Yes,1
53,28.5,1518.2,0,Month-to-month,No,Electronic check,Yes,Yes,No,0
66,63.62,4194.79,5,Month-to-month,DSL,Electronic check,No,No,Yes,0
43,85.83,3747.5,6,One year,Fiber optic,Mailed check,Yes,No,No,1
23,63.77,1484.66,3,Month-to-month,DSL,Credit card,No,No,No,1
55,47.68,2689.11,5,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,0
16,75.82,1178.25,8,Month-to-month,DSL,Electronic check,No,Yes,No,1
8,54.7,494.51,3,One year,Fiber optic,Bank transfer,Yes,No,No,1
4,113.29,426.71,9,Month-to-month,No,Bank transfer,No,No,No,1
4,112.26,487.92,3,One year,DSL,Credit card,Yes,Yes,Yes,1
56,70.24,3860.5,9,Two year,DSL,Electronic check,Yes,No,No,0
25,52.79,1331.51,4,One year,DSL,Mailed check,Yes,Yes,Yes,0
67,93.71,6179.34,2,Month-to-month,No,Mailed check,No,No,No,0
67,23.67,1572.53,9,Month-to-month,DSL,Electronic check,Yes,No,No,0
27,67.48,1843.98,1,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
32,53.63,1690.11,8,Month-to-month,No,Electronic check,Yes,Yes,Yes,1
50,112.05,5549.98,0,Month-to-month,DSL,Bank transfer,No,Yes,Yes,1
61,21.2,1335.51,4,Month-to-month,Fiber optic,Mailed check,Yes,No,No,0
51,75.28,3834.11,4,One year,DSL,Mailed check,No,No,Yes,0
19,94.07,1762.85,7,Two year,No,Mailed check,No,Yes,Yes,1
21,68.5,1440.59,5,Two year,DSL,Mailed check,No,Yes,No,0
5,28.54,274.53,5,Month-to-month,No,Electronic check,Yes,Yes,Yes,1
42,117.25,4982.18,5,One year,No,Electronic check,No,No,Yes,1
61,71.8,4437.93,3,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,0
22,81.42,1813.02,0,One year,Fiber optic,Electronic check,Yes,Yes,Yes,1
21,43.66,925.18,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
70,68.35,4664.7,9,Two year,DSL,Mailed check,No,No,No,0
1,62.91,28.96,10,Two year,DSL,Electronic check,Yes,No,No,1
5,27.49,113.42,5,Month-to-month,DSL,Credit card,Yes,Yes,No,1
12,30.62,273.7,4,One year,Fiber optic,Credit card,No,No,No,1
46,103.75,4714.63,9,One year,No,Credit card,Yes,Yes,Yes,0
34,43.98,1396.28,0,Month-to-month,No,Bank transfer,No,Yes,Yes,0
49,39.5,1933.58,4,One year,Fiber optic,Bank transfer,No,No,No,0
45,70.49,3212.99,1,One year,Fiber optic,Electronic check,Yes,No,No,0
27,96.87,2670.83,0,Two year,No,Bank transfer,Yes,No,No,1
26,26.19,701.68,3,One year,No,Mailed check,Yes,No,No,1
47,77.68,3602.79,5,One year,Fiber optic,Bank transfer,No,No,No,1
56,31.92,1690.92,6,Two year,DSL,Mailed check,No,Yes,No,0
63,23.65,1402.11,8,Two year,Fiber optic,Credit card,Yes,No,No,0
48,25.27,1149.51,4,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
